OPENADMET_CANONICAL_SMILES,OPENADMET_INCHIKEY
COC1=NC(N[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)=C(Br)C(=O)N1C,VRAGVWXGEVYCGU-BDYQZXKHSA-N
CC(=O)N[C@@H]1[C@@H](O[C@H]2OC(C(=O)O)=C[C@H](O)[C@H]2O)[C@@H](O)[C@@H](CO)O[C@H]1O,DLGJWSVWTWEWBJ-PTIWMSMWSA-N
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO)[C@@H](NC(=O)[C@H](N)CCC(=O)O)[C@@H]1O,BISOTIWDXUTHGX-ZFDYCRIMSA-N
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H]1CC[C@]2(C)O,XBGJTRDIWPEIMG-WDAXRBQVSA-N
NC1=NC(=O)C2=C(N1)N(COCCOCN1C=NC3=C1NC(N)=NC3=O)C=N2,QPOMYCBJDYQVEA-UHFFFAOYSA-N
O=S1(=O)CCCS(=O)(=O)C1CC1S(=O)(=O)CCCS1(=O)=O,VCAKSRAHIFJXFJ-UHFFFAOYSA-N
CC(=O)N[C@H]1[C@@H](OCCN2C(=O)C3=CC=CC=C3C2=O)O[C@@H](CO)[C@@H](O)[C@@H]1O,MDZVGYXIHPWDNV-AIANZEFSSA-N
CC(=O)N1CCN(C[C@@]2(O)CCCN(C(=O)CNS(C)(=O)=O)CC2)CC1,KXVVUHLZBWENBI-MRXNPFEDSA-N
N=C(N)NCCC[C@H](NC(=O)CNC(=O)C1=CC=CC=C1)C(=O)NCC(=O)O,UQGBFLOYPRKSRP-LBPRGKRZSA-N
CC(=O)OC[C@@H]1OC[C@](OC(C)=O)(N2C=N[C@@H]3C(=O)N=CN[C@@H]32)[C@@H]1OC(C)=O,OZQYDSPHYVRXFI-ZHMBSYLPSA-N
C[C@H]1[C@H]2[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C(C(=O)O)[C@H]2C[C@@H]1O,JNNGEAWILNVFFD-YUNZMENISA-N
N[C@@H]1N=CN[C@@H]2[C@@H]1N=CN2[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O,IIXDONAKNVHTJJ-BGJVCVCZSA-N
CC(=O)N[C@]1(O)[C@H](O)O[C@H](CO[C@@H]2C[C@H](O)[C@H](O)[C@H](CO)O2)[C@@H](O)[C@H]1O,QHNVYQVNGPNWRK-VAUGZGFMSA-N
CN(C)C1=NC(O[C@@H]2[C@@H]3OC(C)(C)O[C@H]3O[C@H]2[C@H](O)CO)=NC(N(C)C)=N1,AWLCDOOEMDONLZ-WTPMCQDGSA-N
CCOC(=O)[C@@H]1CN(CCCN2C[C@@H](C(=O)OCC)C(=O)C2=O)C(=O)C1=O,IFWPNTJAGXCKEW-GHMZBOCLSA-N
OC[C@@H]1O[C@H](CNC2CCOCC2)[C@H](N2CCN(C3=NC=CC=N3)CC2)[C@@H]1O,YAVBUBMVKXFRPI-VSZNYVQBSA-N
COC(=O)C1=CC=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2NC(C)=O)C(OC)=C1,JOUTXQPHNOCSOW-LBKYZSNHSA-N
NC(=O)C1=CC=C2C=CN(C[C@@]3(O)CN(C(=O)COCC(=O)O)C[C@@H]3O)C2=N1,FBSBPVFDIBHHHW-YVEFUNNKSA-N
NCCCC[C@@H](N)C(=O)N[C@H]1[C@H](O)[C@@H](N2C=NC3=C(N)N=CN=C32)O[C@H]1CO,GDNSTKKYGPZUAC-QDFKUBBDSA-N
CN[C@H](C(=O)N[C@@H]1CC(C(=O)N=C(CC(C)C)C(N)=O)C[C@@H](O)[C@@H]1O)C(C)C,NQKFEHADMHTCPB-LTBDAJDESA-N
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)[C@H](O)C[C@@H]12,AMBQHHVBBHTQBF-ZBCSOUIKSA-N
C[C@@H](NC(=O)[C@H]1N2C(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]2SC1(C)C)C(N)=O,LYJNEDITEJCLSC-ASLVIVTRSA-N
OC[C@@]1(O)CO[C@@H](OC[C@H]2O[C@@H](OC3=CC=CC=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O,YORZZUYHPOREJM-DCSNAHRYSA-N
NC1=NC(I)=NC2=C1N=CN2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MGEBVSZZNFOIRB-GIMIYPNGSA-N
O=C(NCNC(=O)N[C@@]1(CO)NC(=O)NC1=O)N[C@@]1(CO)NC(=O)NC1=O,GAZOQRUEIUBTNF-QWRGUYRKSA-N
NC(=O)CCNC(=O)[C@@]1(O)C[C@@H](O)[C@H](O)[C@@H](NC(=O)NC2=CC=CC(F)=C2)C1,OBLKUIRKBRRJOG-RKCSVJPLSA-N
COC1=CC(C[C@H](N)C(=O)O)=CC=C1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,VHVGMWZZADCFSJ-CLCXIOAUSA-N
O=C(C[C@@H](NCCCN1CCOCC1)C(=O)O)NCCCN1CCOCC1,QNHQWDWZAWKDMP-MRXNPFEDSA-N
CN1CCN([C@@H]2[C@H](O)[C@H](CO)O[C@@H]2CNS(=O)(=O)C2=CC=CC=C2)CC1,PDVDYSPOHZOMMH-LTIDMASMSA-N
CC(=O)N[C@@H]1[C@H](OCCN2C(=O)C3=CC=CC=C3C2=O)O[C@H](CO)[C@H](O)[C@@H]1O,MDZVGYXIHPWDNV-SUKQMUEJSA-N
O=C(O)CCN1C(O)=C2C(=C1O)C1C=CC2C2=C(O)N(CCC(=O)O)C(O)=C21,ZELFNYOAZUCRPB-UHFFFAOYSA-N
COC(=O)C1=CC=C(O[C@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)C(OC)=C1,JOUTXQPHNOCSOW-GHYKFQNRSA-N
CC(=O)N1CCN(C[C@]2(O)CCCN(C(=O)CNS(C)(=O)=O)CC2)CC1,KXVVUHLZBWENBI-INIZCTEOSA-N
CO[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](NC(=O)CNC(=O)OCC2=CC=CC=C2)[C@@H]1O,IDQIBTHJGXCMII-BPKBQXTESA-N
O=CN1CCN(C2=NC3=C(N=CNC3=O)N2[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)CC1,ZVKIXNVZKYYSCC-GCDPNZCJSA-N
C[C@H](C(=O)O)[C@@H](NC1=NC=NC2=C1N=CN2[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1O)C(=O)O,HWVUUTNORPSCNF-QXOTZUAISA-N
NCCCC[C@@H](N)C(=O)N[C@H]1[C@@H](O)[C@@H](N2C=NC3=C(N)N=CN=C32)O[C@H]1CO,GDNSTKKYGPZUAC-RLHKTWEUSA-N
O=C1CCCN1CCCN1C(=O)[C@@H]2C[C@@H](O)CN2C2(CN(C3COC3)C2)C1=O,RREGSFHGKUDQFE-CABCVRRESA-N
CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,KGSIOYQZUFTKHO-ICIGWGHZSA-N
CC1(C)O[C@@H]2O[C@@H](C(=O)NCC(=O)NCC(=O)O)[C@H]3OC(C)(C)O[C@H]3[C@H]2O1,QCBKOFMARPFBBC-KSFQGOMNSA-N
CN1C(N)=C(C(=O)COC(=O)C2=CC=C(OCC(N)=O)C=C2)C(=O)N(C)C1=O,JTHGRJKCKKPAQY-UHFFFAOYSA-N
CC(=O)N[C@H]1[C@@H](OC2=C[C@@H]3OC(=O)C=C(C)[C@@H]3C=C2)O[C@H](CO)[C@H](O)[C@@H]1O,LLFCSUYBSLLXPO-OYXXGHGKSA-N
CN(C)CCN1N=NN=C1SC[C@@H]1CS[C@@H]2[C@H](N)C(=O)N2[C@@H]1C(=O)O,ZPVMFSAZTVIFLR-QCBRBAQYSA-N
CC1(C)O[C@@H]2O[C@H](C(=O)NCC(=O)NCC(=O)O)[C@@H]3OC(C)(C)O[C@@H]3[C@@H]2O1,QCBKOFMARPFBBC-FGPLHTHASA-N
O=S1(=O)CCOCCOCCS(=O)(=O)NCCOCCOCCN1,UEXZYFFMPLFIAI-UHFFFAOYSA-N
CCOC(=O)N[C@H]1CS(=O)(=O)C[C@H]1N1C(=S)N[C@@H]2CS(=O)(=O)C[C@@H]21,FBKUHPAPHARZHG-XFWSIPNHSA-N
O=S(=O)(C1=CC=CC=C1)N1C[C@@H](O)[C@](O)(CNCCN2CCOCC2)C1,NVBXMSGMNGQLLK-SJORKVTESA-N
CN1CCN([C@@H]2[C@H](O)[C@H](CO)O[C@@H]2CNS(=O)(=O)C2=CC=CS2)CC1,SRLSEYJDTFMBOK-PAPYEOQZSA-N
C[C@H](OC(=O)CN1C=CC(=O)NC1=O)C(=O)NC1=CC=C(S(N)(=O)=O)C=C1,MJPKJWNUGXVTOL-VIFPVBQESA-N
CN1CCN(C2=NC3=C(N=C(N)NC3=O)N2[C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)CC1,HDCQGHNJHFUBMS-OJPPFWEXSA-N
COC1=NC(N[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)=C(Br)C(=O)N1C,VRAGVWXGEVYCGU-DPWWFHJDSA-N
N[C@@H](O)COCCOCCOCCOCCOCCOCCOCCO,YBEHUBYEUMMBEN-INIZCTEOSA-N
CNCC(=O)N1CCCCOC[C@H](O)[C@H](O)[C@@H](OC)CN(C(C)=O)CCC1,QVCPIVIDLGIZJY-BQFCYCMXSA-N
COC(=O)C1=CC=C(O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2NC(C)=O)C(OC)=C1,JOUTXQPHNOCSOW-JBXGNFEISA-N
NC1=NC(I)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O,MGEBVSZZNFOIRB-GFRUICAKSA-N
O=C(O)C[C@H]1O/C(=C\CO)[C@H](C(=O)O)N1C(=O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,WDFKSRMFLRKPLO-BJBUEPEESA-N
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H](C)[C@@H](O)C[C@@H]12,AMBQHHVBBHTQBF-FUVABLKESA-N
O=C1NC=NC2=C1N=C(N1CCN(CCO)CC1)N2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,NSJDMSBFUJXXCX-OXUWNYNTSA-N
CC(=O)OC[C@@H]1OC[C@](OC(C)=O)(N2C=N[C@@H]3C(=O)N=CN[C@H]32)[C@@H]1OC(C)=O,OZQYDSPHYVRXFI-JHZZJYKESA-N
CC1=CC=C(C(=O)O)C=C1S(=O)(=O)N(CCO)[C@@H]1CS(=O)(=O)C[C@H]1O,NTVDPIDAVAWQHR-VXGBXAGGSA-N
CC(=O)N1CCN(C[C@]2(O)CN(S(=O)(=O)C3=CC=CC=C3)C[C@H]2O)CC1,NBLKQUNMIUZXCW-SJORKVTESA-N
CC(=O)OC[C@@H]1O[C@@H](O[C@@]2(CO)O[C@@H](CO)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,PAOSLUFSNSSXRZ-HDPDYAQISA-N
COCC(=O)NC[C@]1(O)COCCN(C(=O)CCC2=C(C)N=C(N)N=C2C)C1,YRBKTVVYAURSQB-GOSISDBHSA-N
O=C1NN=C(SC[C@@H](O)[C@H](O)CSC2=NNC(=O)NC2=O)C(=O)N1,QCQRWKIWTYJRLR-QWWZWVQMSA-N
CC(=O)N[C@H]1[C@@H](OC2=C[C@H]3OC(=O)C=C(C)[C@H]3C=C2)O[C@@H](CO)[C@@H](O)[C@H]1O,LLFCSUYBSLLXPO-PIJGTTDRSA-N
COC1=CC=C(OC)C(S(=O)(=O)N(CCO)[C@H]2CS(=O)(=O)C[C@@H]2O)=C1,CVCXRODLTXHENJ-RYUDHWBXSA-N
CC(=O)O[C@@H]1[C@@H]2OC(=O)[C@@H](OC(C)=O)[C@@H]2O[C@@H]1N1C=NC2=C1NC(=O)NC2=O,KIADEQNQSFCQGC-LGMRYKSHSA-N
CC(=O)OC[C@@H]1OC[C@](OC(C)=O)(N2C=N[C@@H]3C(=O)N=CN[C@@H]32)[C@H]1OC(C)=O,OZQYDSPHYVRXFI-GRYWWWGRSA-N
CCCC12CN3CC(CCC)(CN(C1)C3[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO)C2=O,NVVUTFHBWBIRLZ-DHEWMHCZSA-N
O=C(NCCCCCCNC(=O)N[C@@H](CO)C(=O)O)N[C@@H](CO)C(=O)O,WUBSWIDHCRRNAC-UWVGGRQHSA-N
CN1[C@@H]2OC(C3O[C@@H]4[C@H](O3)N(C)S(=O)(=O)N4C)O[C@H]2N(C)S1(=O)=O,QEGUSJJJVJHYON-FWKRNZJQSA-N
CN1C(=O)C2=C(N=CN2[C@@H]2CN(C(=O)CCN)C[C@@H](O)C[C@@]2(C)O)N(C)C1=O,FSPHTYVJJNJQJN-WVQJBOLRSA-N
CC(=O)OC[C@H]1O[C@@H](O[C@@]2(CO)O[C@@H](CO)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,PAOSLUFSNSSXRZ-CPILJXNNSA-N
CC(C)C12CN3CC(C(C)C)(CN(C1)C3[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO)C2=O,WOPHSSJTAPPKNL-CHSTZMOXSA-N
O=NN(C[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@H]1O)[C@H](CC1=CNC2=CC=CC=C12)C(=O)O,SRNPMGDQUWLAEO-DRXUAVOGSA-N
CC(=O)NC[C@]1(O)COCCN(CC(=O)NC2=CC=C3NC(=O)NC3=C2)C1,OYORDDMWHMGLEC-QGZVFWFLSA-N
CCCC12CN3CC(CCC)(CN(C1)C3[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C2=O,NVVUTFHBWBIRLZ-GGYGEDTJSA-N
COC1=CC=C(S(=O)(=O)N(CC(=O)O)[C@H]2CS(=O)(=O)C[C@H]2O)C=C1,JMQCDOYAULJZOG-NWDGAFQWSA-N
CC1=CN([C@H]2CN(C(=O)CC[C@@H](N)C(=O)O)C[C@H](O)C[C@]2(C)O)C(=O)NC1=O,HRZVJZXWQPZDOD-RHPZDQPFSA-N
CC1=CC=C(C(=O)O)C=C1S(=O)(=O)N(CCN)[C@@H]1CS(=O)(=O)C[C@@H]1O,NRVWTERJUQXGED-NEPJUHHUSA-N
CC(=O)OC[C@@H]1OC[C@](OC(C)=O)(N2C=N[C@@H]3C(=O)N=CN[C@H]32)[C@H]1OC(C)=O,OZQYDSPHYVRXFI-SMSYFYOWSA-N
NC1=NC(I)=NC2=C1N=CN2[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O,MGEBVSZZNFOIRB-FULWYAMNSA-N
NC(=O)CCNC(=O)C1=C[C@@H](NS(=O)(=O)C2=CC=CS2)[C@@H](O)[C@H](O)C1,YOEXNBZIKHLVCN-GIPNMCIBSA-N
CCC[C@H](O)[C@H](O)/C=C/C1=C(CO)[C@@H]2O[C@H](C(C)(C)O)C[C@]2(O)[C@@H](O)[C@H]1O,VQWGPODDCMJNCY-XIKSUMAXSA-N
O=C(O)C1=CO[C@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]2[C@H]1C=C[C@]2(O)CO,HPWWQPXTUDMRBI-MSLSQPKDSA-N
C[C@H](O)CN(CCN(CCN(C[C@@H](C)O)C[C@@H](C)O)C[C@@H](C)O)C[C@@H](C)O,LWMWZNOCSCPBCH-NNIGNNQHSA-N
COC1=CC(C[C@H](N)C(=O)O)=CC=C1O[C@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,VHVGMWZZADCFSJ-ZGCSLHBESA-N
CC(=O)N[C@@H]1[C@H](OCCN2C(=O)C3=CC=CC=C3C2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,MDZVGYXIHPWDNV-KQVLKZGSSA-N
CCS[C@@H]([C@H](O)[C@H](O)[C@H](O)[C@H](O)CO)N1C=NC2=C1N=CNC2=S,KXAKPQRPMXMMAK-ABDJVACUSA-N
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@H](C)[C@H](O)C[C@H]12,AMBQHHVBBHTQBF-KQCYYMTHSA-N
COC(=O)C1=CO[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@H](C)C(=O)C[C@@H]12,LPOVXLVQNSEZGE-LIDGZUEPSA-N
N[C@@H](CC(=O)O)C(=O)N1CCCCCCO[C@H]([C@H](O)CO)[C@H](O)[C@H](O)C1,OGZJNIHRLLQNNR-PGKPSXLWSA-N
NC(=O)C[C@H](NC(=O)C1=CC=CC(C(=O)N[C@H](CC(N)=O)C(=O)O)=C1)C(=O)O,SHDQOPYXHHIBLD-AOOOYVTPSA-N
CC(=O)NCC(=O)N[C@H](CCC(=O)O)C(=O)NCC(=O)N[C@H](C)CCCN,GUZSAGHLIHKDIF-ZYHUDNBSSA-N
O=C(O)C1=CO[C@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@H]2[C@H]1C=C[C@]2(O)CO,HPWWQPXTUDMRBI-YBODVURXSA-N
CC(=O)N[C@@H]1[C@@H](OCCN2C(=O)C3=CC=CC=C3C2=O)O[C@@H](CO)[C@@H](O)[C@H]1O,MDZVGYXIHPWDNV-GLRLOKQVSA-N
C[C]1C(=O)N[C@](C(=O)SC[C@H](NC(C)=O)C(=O)O)([C@@H](O)C(C)C)[C@H]1O,BKVHCQSBRAYBAV-USXUVBGUSA-N
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H](C)[C@H](O)C[C@@H]12,AMBQHHVBBHTQBF-RQPFVBNVSA-N
CN1C(=O)C2=C(N=C(SCC(=O)NCCCN3CCOCC3)N2)N(C)C1=O,QVQXDLIFJYUQTD-UHFFFAOYSA-N
CC(C)(COC[C@@H](O)CN1CCNCC1)COC[C@@H](O)CN1CCNCC1,JXVXHCIRKFBUPC-ROUUACIJSA-N
COCCNC(=O)C[C@@H]1C[C@H]2O[C@H](CNC(=O)NCCOC)[C@@H](O)[C@H]2O1,SSLXDPKAXRHQBB-PRSHDEELSA-N
CN(C)C1=NC(O[C@@H]2[C@H]([C@H](O)CO)O[C@@H]3OC(C)(C)O[C@@H]32)=NC(N(C)C)=N1,AWLCDOOEMDONLZ-IYKVGLELSA-N
COC(=O)C1=CC=C(O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2NC(C)=O)C(OC)=C1,JOUTXQPHNOCSOW-CLBVLKOUSA-N
O=C(NC1=NC(=O)C2=C(N1)N([C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O)C=N2)C1=CC=CC=C1,WZKJANWNNBJHRS-OBOQGBEESA-N
CN(C(=O)CCCN)[C@H]1CC[C@@](O)(CN2C=NC3=C(N)N=C(N)N=C32)[C@H](O)C1,MTXGNANYSRLWRC-WVQJBOLRSA-N
CC(=O)OC[C@H]1OC[C@@](OC(C)=O)(N2C=N[C@H]3C(=O)N=CN[C@@H]32)[C@H]1OC(C)=O,OZQYDSPHYVRXFI-SSZWKKLZSA-N
NC1=NC(I)=C2N=CN([C@@H]3O[C@@H](CO)[C@@H](O)[C@@H]3O)C2=N1,FJCGPOOOYFDJCM-FULWYAMNSA-N
COC1=CC=C(S(=O)(=O)NCCN[C@@H]2CS(=O)(=O)C[C@H]2O)C(OC)=C1,MZBRDMDMKVJSFY-VXGBXAGGSA-N
NC(=O)C[C@@H]1NC(=O)C[C@@H](C(=O)O)NC(=O)C2=CC=CC=C2OCCNC1=O,AJZGVXZNCCCJAM-QWRGUYRKSA-N
N[C@H](O)COCCOCCOCCOCCOCCOCCOCCO,YBEHUBYEUMMBEN-MRXNPFEDSA-N
CCS[C@H]([C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO)N1C=NC2=C1N=CNC2=S,KXAKPQRPMXMMAK-BUXRITGLSA-N
CS(=O)(=O)NC[C@H]1OC[C@@H](NCC2=CC=C(S(C)(=O)=O)C=C2)[C@@H]1O,DOEFYKBDWYGMRN-MCIONIFRSA-N
CCOC(=O)N[C@@H]1CS(=O)(=O)C[C@H]1N1C(=S)N[C@@H]2CS(=O)(=O)C[C@@H]21,FBKUHPAPHARZHG-DOLQZWNJSA-N
CC[C@H](C)CO[C@H]1O[C@@H](CO[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,QGZWEFZSPCYRKL-VHVPTRPQSA-N
CC1=CC=C(C(=O)O)C=C1S(=O)(=O)N(CCO)[C@H]1CS(=O)(=O)C[C@@H]1O,NTVDPIDAVAWQHR-RYUDHWBXSA-N
CC(=O)N[C@]1(O)[C@H](O)O[C@H](CO[C@@H]2C[C@H](O)[C@H](O)[C@H](CO)O2)[C@H](O)[C@@H]1O,QHNVYQVNGPNWRK-GWKUTFLUSA-N
O=C(O)C1=CC2=CC=C(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C=C2OC1=O,FYKJWPNWCJGLBP-DKQGBHPVSA-N
COCC(=O)NC[C@]1(O)COCCN(S(=O)(=O)C2=C(C)NN=C2C)C1,UKTYDLKIROSVEU-CQSZACIVSA-N
NC1=NC(=O)C2=C(N1)N([C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)C(OCC1=CC=CC=C1)=N2,RNSGUQLXDMZREX-NYMYIZQJSA-N
CC(=O)[C@H]1C(=O)C(=O)N(C2=CC=CC=C2N2C(=O)C(=O)[C@H](C(C)=O)C2=O)C1=O,QAQOETFTTKOZPD-RYUDHWBXSA-N
CN1C=CN=C1CN1CCCOCCCCO[C@H]([C@H](O)CO)[C@H](O)[C@H](O)C1,SPSRTGHOYDPNAM-JOCBIADPSA-N
N[C@@H]1N=CN[C@@H]2[C@@H]1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,IIXDONAKNVHTJJ-YDZOCOAGSA-N
C[C@H](NC=O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)O,MGTWSAMSPAJZLQ-CIUDSAMLSA-N
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CSCC[C@H](N)C(=O)O)[C@H](O)[C@@H]1O,ZJUKTBDSGOFHSH-XSTWQCECSA-N
O=C1NC(=O)C2=C(N1)N([C@@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O)C(OCC1=CC=CC=C1)=N2,VEPFANMEAWRAIX-XDYICZGBSA-N
CN1[C@@H]2OC(C3O[C@H]4[C@H](O3)N(C)S(=O)(=O)N4C)O[C@H]2N(C)S1(=O)=O,QEGUSJJJVJHYON-ODANAHCNSA-N
COC(=O)C1=CC(=O)N2C=NC3=C(N=CN3[C@@H]3O[C@@H](CO)[C@@H](O)[C@@H]3O)C2=C1,KWIHOMDLMLPIHT-BYDSVVRCSA-N
O=C(NNC(=O)[C@@H]1CC[C@H]2CN1C(=O)N2OS(=O)(=O)O)[C@@H]1CCCNC1,YCZPXRQPDCXTIO-UTLUCORTSA-N
COC1=CC=C(S(=O)(=O)NCCN[C@@H]2CS(=O)(=O)C[C@@H]2O)C(OC)=C1,MZBRDMDMKVJSFY-NEPJUHHUSA-N
OCCN1CN(C2=NC(N3CN(CCO)C3)=NC(N3CN(CCO)C3)=N2)C1,YNKOUMYYWLUZJS-UHFFFAOYSA-N
CC(=O)N[C@H]1[C@H](OC2=NNC(=O)C3=C(N)C=CC=C23)O[C@H](CO)[C@@H](O)[C@@H]1O,YLCXXNRWYKEOPP-CSTFGSAOSA-N
COCC(=O)NC[C@]1(O)COCCN(C(=O)CC2=C(C)N=C(N)N=C2C)C1,QTUKJMJNJGIMSF-QGZVFWFLSA-N
CC(=O)N[C@@H]1[C@H](OC2=NNC(=O)C3=C(N)C=CC=C23)O[C@H](CO)[C@@H](O)[C@@H]1O,YLCXXNRWYKEOPP-NDPRJGJWSA-N
COC1=CC=C(OC)C(S(=O)(=O)NCCN[C@H]2CS(=O)(=O)C[C@@H]2O)=C1,WQNNITLGHRBOGJ-RYUDHWBXSA-N
CC(=O)OC[C@@H]1OC[C@@](OC(C)=O)(N2C=N[C@H]3C(=O)N=CN[C@@H]32)[C@@H]1OC(C)=O,OZQYDSPHYVRXFI-YTBGYOSVSA-N
CC(=O)N[C@H]1[C@@H](O)[C@@H](C[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@@H](CO)O[C@H]1O,RBZCOGPYQXYJGM-WYPHHQQQSA-N
CC(=O)OC[C@@H]1O[C@@H](N2C=C(F)C(=O)NC2=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,GWZWJYSFWAOCJZ-ZJQBRPOHSA-N
CC1=CC=C(C(=O)O)C=C1S(=O)(=O)NCCN[C@H]1CS(=O)(=O)C[C@H]1O,SBRWRKKPWPUDHG-NWDGAFQWSA-N
O=C(C1=CC=NN=C1)N1CCCOCCCCO[C@H]([C@H](O)CO)[C@H](O)[C@H](O)C1,IHEMCMFDTUEWOP-QBPKDAKJSA-N
CC(=O)N[C@H]1[C@H](O)[C@@H](C[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@@H](CO)O[C@H]1O,RBZCOGPYQXYJGM-ZDAVKABWSA-N
O=C(NC/C=C\C1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O)C(F)(F)F,DMXZSDJKAIYXMV-BMFRVBCKSA-N
NC(=O)CNC(=O)C1CCN(S(=O)(=O)C2=CC=C(N3C=NN=N3)C=C2)CC1,MRCGMQJYYMLELE-UHFFFAOYSA-N
CCCCCCO[C@H]1O[C@@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,PSYNCYUUTFEJHA-GUKVNQQESA-N
CC(=O)NC1=CC=C(S(=O)(=O)N[C@H]2[C@H](O)[C@H](O)[C@H](CO)O[C@@H]2O)C=C1,ZPBQWDUYRAETEB-HPCHECBXSA-N
CC(=O)OC[C@@H]1O[C@@H](N2C=C(F)C(=O)NC2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,GWZWJYSFWAOCJZ-KZVDOYCCSA-N
O=C(NC/C=C\C1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O)C(F)(F)F,MBPYSSRDTGXWJD-FFSVANTISA-N
CC1(C)O[C@@H]2[C@@H](O1)[C@@H](C(=O)NCC(=O)NCC(=O)O)O[C@H]1OC(C)(C)O[C@@H]12,QCBKOFMARPFBBC-DIACKHNESA-N
CNC(=O)C1=CN(C2=NC(N)=C3N=CN(C4O[C@H](CO)C(=O)C4O)C3=N2)N=C1,CZCYSLUHHYIHMF-ZYLGZHARSA-N
COC1=CC=C(S(=O)(=O)N(CCN)[C@@H]2CS(=O)(=O)C[C@@H]2O)C(OC)=C1,WKIJJMXPRXJOQB-NEPJUHHUSA-N
